,claimReview_author,claimReview_author_name,claimReview_author_url,claimReview_claimReviewed,claimReview_datePublished,claimReview_source,claimReview_url,creativeWork_author_name,creativeWork_author_sameAs,creativeWork_datePublished,extra_body,extra_entities_author,extra_entities_body,extra_entities_claimReview_claimReviewed,extra_entities_keywords,extra_refered_links,extra_tags,extra_title,rating_alternateName,rating_bestRating,rating_ratingValue,rating_worstRating
1158,,,,"""Half of everything we sell to the rest of the world we sell to Europe""",,,https://fullfact.org/economy/do-half-uks-exports-go-europe/,,,,,,,,,,,Do half the UK's exports go to Europe?,No verdict for Individual claims,,,
1159,,,,"The UK is the EU's single largest export market.
",,,https://fullfact.org/europe/where-does-eu-export/,,,,,,,,,,,Where does the EU export to?,"That's right for the goods market. If you treated the UK as if it were out of the EU it would have made up 16% of the EU's goods exports in 2014. That's just ahead of the United States.
",,,
1160,,,,"Almost all European countries have a trade surplus with us, apart from five.
",,,https://fullfact.org/europe/where-does-eu-export/,,,,,,,,,,,Where does the EU export to?,"Over the last ten years all EU countries other than three sold more to us than they bought—Ireland, Luxembourg, and Malta.
",,,
1161,,,,"“We’re their [the EU’s] largest export market

“Every single country in Europe apart from Ireland, Cyprus, Greece and Malta and Luxembourg have a surplus with us",,,https://fullfact.org/europe/where-does-eu-export/,,,,,,,,,,,Where does the EU export to?,No verdict for Individual claims,,,
1162,,,,"In the UK there’s a huge difference in wealth per person between the poorest and richest regions, compared to other countries.
",,,https://fullfact.org/economy/regional-inequality-figures-misleading/,,,,,,,,,,,One measure of inequality makes the UK look far less equal than other countries—it’s not,"This is because of the way the data is collected, rather than real world effects. Using other measures the UK’s income inequality is about average compared to similar countries.
",,,
1163,,,,"Real wages have been growing faster recently than at any time in the past decade.
",,,https://fullfact.org/economy/real-wages-arent-growing-their-fastest-rate-decade/,,,,,,,,,,,Real wages aren’t growing at their fastest rate in a decade,"Incorrect. Across Great Britain real wages are growing by about 1% annually—the fastest rate in around two years.
",,,
1164,,,,“Real wages have been growing faster recently than at any time in the past decade.”,,,https://fullfact.org/economy/real-wages-arent-growing-their-fastest-rate-decade/,,,,,,,,,,,Real wages aren’t growing at their fastest rate in a decade,No verdict for Individual claims,,,
1165,,,,"Wages are rising at the fastest pace in three years.
",,,https://fullfact.org/economy/real-wage-growth-just-above-0/,,,,,,,,,,,Real wage growth is just above 0%,"This refers to regular pay, and doesn’t factor in inflation or peoples’ total pay. Total pay in Great Britain is growing in real-terms by 0.2% in the three months to July 2018, the joint fastest pace in 18 months.
",,,
1166,,,,“Wages are rising at the fastest pace in three years.”,,,https://fullfact.org/economy/real-wage-growth-just-above-0/,,,,,,,,,,,Real wage growth is just above 0%,No verdict for Individual claims,,,
1167,,,,"Wages are rising at their fastest rate for a decade.
",,,https://fullfact.org/economy/wage-growth-only-fastest-decade-if-you-ignore-inflation/,,,,,,,,,,,Wage growth is only the fastest in a decade if you ignore inflation,"That’s correct but it doesn’t account for inflation. When you factor in rising prices, real wage growth is at its highest in two years.
",,,
1168,,,,“Wages rises accelerate to fastest pace since 2008”,,,https://fullfact.org/economy/wage-growth-only-fastest-decade-if-you-ignore-inflation/,,,,,,,,,,,Wage growth is only the fastest in a decade if you ignore inflation,No verdict for Individual claims,,,
1169,,,,“UK workers get biggest pay rise in a decade”,,,https://fullfact.org/economy/wage-growth-only-fastest-decade-if-you-ignore-inflation/,,,,,,,,,,,Wage growth is only the fastest in a decade if you ignore inflation,No verdict for Individual claims,,,
1170,,,,"There are 1.5 million British people employed in businesses owned by EU citizens in the UK.
",,,https://fullfact.org/economy/uk-jobs-and-eu-owned-businesses/,,,,,,,,,,,UK jobs and EU-owned businesses,"In 2014, about 1.6 million people were employed by businesses that were EU-owned, or by businesses whose parent company was EU-owned. We don’t know how many of these employees were British.
",,,
1171,,,,“There are 1.5 million Brits employed in EU citizen owned businesses in our country”,,,https://fullfact.org/economy/uk-jobs-and-eu-owned-businesses/,,,,,,,,,,,UK jobs and EU-owned businesses,No verdict for Individual claims,,,
1172,,,,"A speech by the Home Secretary Amber Rudd has been reported as a hate incident.
",,,https://fullfact.org/crime/hate-incidents-arent-same-hate-crimes/,,,,,,,,,,,Hate incidents aren’t the same as hate crimes,"That’s true, but if someone has reported it to the police and given that reason then they have to record it as ‘hate incident’. They only record a ‘hate crime’ if they think something illegal has probably happened.
",,,
1173,,,,Police treat home secretary speech as 'hate incident',,,https://fullfact.org/crime/hate-incidents-arent-same-hate-crimes/,,,,,,,,,,,Hate incidents aren’t the same as hate crimes,No verdict for Individual claims,,,
1174,,,,"The government has cut police spending by 25% over the last five years.
",,,https://fullfact.org/crime/happened-police-budgets/,,,,,,,,,,,What's happened to police budgets?,"Direct government grants to police forces have fallen by 25% over the last five years. Funding fell by 18% overall because forces were able to raise more money locally.
",,,
1175,,,,"Police spending has been protected.
",,,https://fullfact.org/crime/happened-police-budgets/,,,,,,,,,,,What's happened to police budgets?,"Direct funding from government for police in England and Wales will continue to fall until 2020. Most local forces have the power to raise enough money to keep their budgets flat - but only if they raise the maximum amount they're allowed to.
",,,
1176,,,,"Police budgets are being cut.
",,,https://fullfact.org/crime/happened-police-budgets/,,,,,,,,,,,What's happened to police budgets?,"Direct government grants to the police have been cut for the past five years. They will continue to fall over the next few years. Most local forces have the power to maintain their budgets if they raise the maximum amount they are allowed to.
",,,
1177,,,,“The policing minister has mentioned a few times the police are doing a great job. Well why then every year are you cutting police budgets?”,,,https://fullfact.org/crime/happened-police-budgets/,,,,,,,,,,,What's happened to police budgets?,No verdict for Individual claims,,,
1178,,,,"“Over the last few years we have had to make some really difficult decisions around public sector spending … In the budget last year we protected police spending and we've also increased the spending on this area: counter-terrorism, is going up 30%.”",,,https://fullfact.org/crime/happened-police-budgets/,,,,,,,,,,,What's happened to police budgets?,No verdict for Individual claims,,,
1179,,,,“You have cut spending by 25% over five years”,,,https://fullfact.org/crime/happened-police-budgets/,,,,,,,,,,,What's happened to police budgets?,No verdict for Individual claims,,,
1180,,,,"Scotland Yard has logged 22,025 motorcycle muggings in 12 months – a rise of 50 per cent.
",,,https://fullfact.org/crime/moped-crime-rising-london/,,,,,,,,,,,Is moped crime rising in London?,"The Metropolitan Police have recorded 22,025 crimes enabled by scooters, mopeds and motorcycles from June 2017 to May 2018, 50% more than the same period in 2016/17, but this does mask a recent falling trend month-by-month.
",,,
1181,,,,"“Shocking figures released yesterday show the armed thieves are striking more than 60 times every day.”
“Scotland Yard has logged 22,025 motorcycle muggings in 12 months – a rise of 50 per cent.”
“The Metropolitan Police figures showed that crimes committed using mopeds, scooters and motorcycles soared by 50 per cent in the year to May, to 22,025.”",,,https://fullfact.org/crime/moped-crime-rising-london/,,,,,,,,,,,Is moped crime rising in London?,No verdict for Individual claims,,,
1182,,,,"One in 14 adults was abused as a child in England and Wales.
",,,https://fullfact.org/crime/scale-abuse-during-childhood-how-much-do-we-know/,,,,,,,,,,,The scale of abuse during childhood: how much do we know?,"This refers to sexual abuse and is roughly correct according to estimates from the Crime Survey.
",,,
1183,,,,"Six million adults were abused as children in England and Wales.
",,,https://fullfact.org/crime/scale-abuse-during-childhood-how-much-do-we-know/,,,,,,,,,,,The scale of abuse during childhood: how much do we know?,"This is correct according to estimates from the Crime Survey.
",,,
1184,,,,“Child abuse: One in 14 adults 'abused as children' in England and Wales”,,,https://fullfact.org/crime/scale-abuse-during-childhood-how-much-do-we-know/,,,,,,,,,,,The scale of abuse during childhood: how much do we know?,No verdict for Individual claims,,,
